text,category
I was fined for carrying luggage on bike though properly tied.,Motor_Vehicle_and_Traffic_Laws
My accident insurance claim amount reduced without explanation.,Motor_Vehicle_and_Traffic_Laws
I received notice for unpaid road tax despite payment receipt.,Motor_Vehicle_and_Traffic_Laws
My vehicle was clamped near hospital during emergency visit.,Motor_Vehicle_and_Traffic_Laws
I was fined for overtaking in slow moving traffic.,Motor_Vehicle_and_Traffic_Laws
My bike was impounded for expired learner license.,Motor_Vehicle_and_Traffic_Laws
I got challan for helmet though I was sitting in parked bike.,Motor_Vehicle_and_Traffic_Laws
My vehicle engine number mismatch due to clerical error.,Motor_Vehicle_and_Traffic_Laws
Police accused me of wrong side driving on one-way without sign.,Motor_Vehicle_and_Traffic_Laws
My car insurance claim denied saying policy lapse though paid.,Motor_Vehicle_and_Traffic_Laws
I was fined for parking on road shoulder without obstruction.,Motor_Vehicle_and_Traffic_Laws
My vehicle RC not updated after address correction.,Motor_Vehicle_and_Traffic_Laws
I received duplicate challan for same date and time.,Motor_Vehicle_and_Traffic_Laws
My vehicle seized though I showed all documents digitally.,Motor_Vehicle_and_Traffic_Laws
I was fined for no helmet inside gated community road.,Motor_Vehicle_and_Traffic_Laws
My accident FIR copy delayed affecting insurance claim.,Motor_Vehicle_and_Traffic_Laws
I got challan for expired PUC though renewed previous day.,Motor_Vehicle_and_Traffic_Laws
My vehicle registration blocked due to unpaid fine not notified.,Motor_Vehicle_and_Traffic_Laws
Police misbehaved and threatened to seize my vehicle.,Motor_Vehicle_and_Traffic_Laws
My bike was wrongly marked as scrap in RTO system.,Motor_Vehicle_and_Traffic_Laws
I was fined for stopping beyond stop line during rush hour.,Motor_Vehicle_and_Traffic_Laws
My vehicle insurance claim settlement delayed more than month.,Motor_Vehicle_and_Traffic_Laws
I received penalty notice without any image proof attached.,Motor_Vehicle_and_Traffic_Laws
My car was impounded for expired fitness though applied renewal.,Motor_Vehicle_and_Traffic_Laws
I was fined for driving without seatbelt though I am passenger.,Motor_Vehicle_and_Traffic_Laws
My vehicle road tax paid but portal still showing pending.,Motor_Vehicle_and_Traffic_Laws
I got challan for honking though it was not silent zone.,Motor_Vehicle_and_Traffic_Laws
My license was suspended due to clerical mistake in system.,Motor_Vehicle_and_Traffic_Laws
Police seized my vehicle keys without issuing receipt.,Motor_Vehicle_and_Traffic_Laws
My accident claim rejected because surveyor report delayed.,Motor_Vehicle_and_Traffic_Laws
I was fined for no helmet though wearing half-face helmet.,Motor_Vehicle_and_Traffic_Laws
My vehicle registration card not delivered after many weeks.,Motor_Vehicle_and_Traffic_Laws
I received duplicate traffic violation record in portal.,Motor_Vehicle_and_Traffic_Laws
My car was damaged by municipal towing truck.,Motor_Vehicle_and_Traffic_Laws
I was fined for crossing divider though no physical divider.,Motor_Vehicle_and_Traffic_Laws
My bike insurance transfer not completed after sale.,Motor_Vehicle_and_Traffic_Laws
I got challan for wrong parking during road repair work.,Motor_Vehicle_and_Traffic_Laws
My vehicle seized without giving proper legal notice.,Motor_Vehicle_and_Traffic_Laws
I was fined for overspeeding though following traffic speed.,Motor_Vehicle_and_Traffic_Laws
My accident case wrongly blamed on me by traffic police.,Motor_Vehicle_and_Traffic_Laws
My vehicle hypothecation removal delayed after loan closure.,Motor_Vehicle_and_Traffic_Laws
I received SMS for violation that does not match my vehicle.,Motor_Vehicle_and_Traffic_Laws
My vehicle was stopped for checking even after showing valid documents.,Motor_Vehicle_and_Traffic_Laws
I got challan for expired insurance though grace period was there.,Motor_Vehicle_and_Traffic_Laws
Police fined me for parking near office though space was allowed.,Motor_Vehicle_and_Traffic_Laws
My driving license renewal rejected due to system error.,Motor_Vehicle_and_Traffic_Laws
I received notice for unpaid challan which I already paid online.,Motor_Vehicle_and_Traffic_Laws
My bike was seized for not having number plate reflector.,Motor_Vehicle_and_Traffic_Laws
I was fined for using hazard lights during heavy rain.,Motor_Vehicle_and_Traffic_Laws
My vehicle ownership transfer delayed because seller not responding.,Motor_Vehicle_and_Traffic_Laws
I got challan for signal jump though traffic officer waved me ahead.,Motor_Vehicle_and_Traffic_Laws
Police accused me of overspeeding without showing speed gun reading.,Motor_Vehicle_and_Traffic_Laws
My car was clamped even though I displayed resident parking pass.,Motor_Vehicle_and_Traffic_Laws
I received duplicate penalty notice for same traffic case.,Motor_Vehicle_and_Traffic_Laws
My vehicle insurance claim rejected saying pre-existing damage.,Motor_Vehicle_and_Traffic_Laws
I was fined for parking during road construction confusion.,Motor_Vehicle_and_Traffic_Laws
My bike number plate got damaged and police fined me immediately.,Motor_Vehicle_and_Traffic_Laws
I got challan for driving in bus lane though marking unclear.,Motor_Vehicle_and_Traffic_Laws
My vehicle fitness certificate status not updated after renewal.,Motor_Vehicle_and_Traffic_Laws
Police seized my car for expired tax not informed earlier.,Motor_Vehicle_and_Traffic_Laws
I was fined for overtaking slow vehicle on empty road.,Motor_Vehicle_and_Traffic_Laws
My accident insurance claim delayed due to document verification.,Motor_Vehicle_and_Traffic_Laws
I received court summon for unpaid fine without prior SMS.,Motor_Vehicle_and_Traffic_Laws
My vehicle RC address change request pending for months.,Motor_Vehicle_and_Traffic_Laws
I got challan for helmet though I was passenger in auto.,Motor_Vehicle_and_Traffic_Laws
Police demanded cash fine instead of allowing online payment.,Motor_Vehicle_and_Traffic_Laws
I was fined for using mobile though it was in holder for maps.,Motor_Vehicle_and_Traffic_Laws
My vehicle impounded though no violation committed.,Motor_Vehicle_and_Traffic_Laws
I received SMS for accident liability though not involved.,Motor_Vehicle_and_Traffic_Laws
My bike insurance renewal not reflected in traffic system.,Motor_Vehicle_and_Traffic_Laws
I got challan for no helmet though riding electric scooter.,Motor_Vehicle_and_Traffic_Laws
My vehicle road tax payment showing failed though amount deducted.,Motor_Vehicle_and_Traffic_Laws
Police accused me of rash driving without witness.,Motor_Vehicle_and_Traffic_Laws
My car registration certificate printed with wrong chassis number.,Motor_Vehicle_and_Traffic_Laws
I was fined for parking near ATM though no restriction board.,Motor_Vehicle_and_Traffic_Laws
My vehicle hypothecation removal application lost in RTO.,Motor_Vehicle_and_Traffic_Laws
I got duplicate challan entries after system update.,Motor_Vehicle_and_Traffic_Laws
My accident claim rejected due to delay in police report upload.,Motor_Vehicle_and_Traffic_Laws
I was fined for no helmet though standing at signal.,Motor_Vehicle_and_Traffic_Laws
My vehicle seized for modified handle though company standard.,Motor_Vehicle_and_Traffic_Laws
I received penalty for expired PUC though renewed same week.,Motor_Vehicle_and_Traffic_Laws
My car was clamped in apartment parking mistakenly.,Motor_Vehicle_and_Traffic_Laws
I was fined for blocking pedestrian crossing during traffic rush.,Motor_Vehicle_and_Traffic_Laws
My vehicle ownership transfer stuck due to server problem.,Motor_Vehicle_and_Traffic_Laws
I got challan for driving without seatbelt though I was passenger.,Motor_Vehicle_and_Traffic_Laws
Police misbehaved during night checking and threatened seizure.,Motor_Vehicle_and_Traffic_Laws
My vehicle insurance survey report delayed affecting claim.,Motor_Vehicle_and_Traffic_Laws
I received notice for unpaid toll though FASTag deducted.,Motor_Vehicle_and_Traffic_Laws
My bike was impounded for expired learner license by one day.,Motor_Vehicle_and_Traffic_Laws
I was fined for parking on side road without obstruction.,Motor_Vehicle_and_Traffic_Laws
My vehicle registration transfer rejected due to signature mismatch.,Motor_Vehicle_and_Traffic_Laws
I got challan for signal violation though CCTV unclear.,Motor_Vehicle_and_Traffic_Laws
My accident FIR copy not given affecting insurance settlement.,Motor_Vehicle_and_Traffic_Laws
Police accused me of driving without insurance though valid policy.,Motor_Vehicle_and_Traffic_Laws
My vehicle RC not delivered after many follow-ups.,Motor_Vehicle_and_Traffic_Laws
I was fined for crossing stop line slightly during jam.,Motor_Vehicle_and_Traffic_Laws
My bike insurance claim partially approved unfairly.,Motor_Vehicle_and_Traffic_Laws
I received duplicate SMS alerts for one violation.,Motor_Vehicle_and_Traffic_Laws
My car damaged during towing by municipal authorities.,Motor_Vehicle_and_Traffic_Laws
I was fined for honking during traffic congestion.,Motor_Vehicle_and_Traffic_Laws
My vehicle seized due to wrong data entry in system.,Motor_Vehicle_and_Traffic_Laws
I got challan for wrong side driving though diversion unclear.,Motor_Vehicle_and_Traffic_Laws
My driving license suspended due to unpaid fine already paid.,Motor_Vehicle_and_Traffic_Laws
Police forced me to sign challan without explanation.,Motor_Vehicle_and_Traffic_Laws
My vehicle road tax renewal delayed in portal.,Motor_Vehicle_and_Traffic_Laws
I was fined for no helmet though sitting in stationary bike.,Motor_Vehicle_and_Traffic_Laws
My accident insurance claim rejected citing minor clause.,Motor_Vehicle_and_Traffic_Laws
My car was impounded for minor modification though approved.,Motor_Vehicle_and_Traffic_Laws
I was fined for overtaking slow vehicle in open road.,Motor_Vehicle_and_Traffic_Laws
My vehicle registration blocked due to unpaid challan error.,Motor_Vehicle_and_Traffic_Laws
I got challan for no parking though area unmarked.,Motor_Vehicle_and_Traffic_Laws
My bike insurance policy not updated in RTO records.,Motor_Vehicle_and_Traffic_Laws
Police accused me of dangerous driving without video evidence.,Motor_Vehicle_and_Traffic_Laws
My vehicle impound charges seem higher than official rate.,Motor_Vehicle_and_Traffic_Laws
I was fined for not wearing helmet while pushing bike.,Motor_Vehicle_and_Traffic_Laws
My accident compensation claim delayed by opposite party.,Motor_Vehicle_and_Traffic_Laws
I received duplicate court notice for same traffic fine.,Motor_Vehicle_and_Traffic_Laws
My car registration certificate has wrong owner name.,Motor_Vehicle_and_Traffic_Laws
I was fined for parking near bus stand without clear marking.,Motor_Vehicle_and_Traffic_Laws
My vehicle fitness renewal rejected due to small technical issue.,Motor_Vehicle_and_Traffic_Laws
I got challan for expired insurance though renewed online.,Motor_Vehicle_and_Traffic_Laws
My vehicle was clamped though valid resident sticker displayed.,Motor_Vehicle_and_Traffic_Laws
Police demanded bribe to avoid issuing official challan.,Motor_Vehicle_and_Traffic_Laws
My bike number plate stolen and misused for traffic violation.,Motor_Vehicle_and_Traffic_Laws
I was fined for high beam usage during daytime traffic.,Motor_Vehicle_and_Traffic_Laws
My vehicle ownership transfer delayed after submitting documents.,Motor_Vehicle_and_Traffic_Laws
My accident claim settlement amount reduced without explanation.,Motor_Vehicle_and_Traffic_Laws
My vehicle RC details incorrect after renewal.,Motor_Vehicle_and_Traffic_Laws
I was fined for no helmet though riding inside private property.,Motor_Vehicle_and_Traffic_Laws
My car insurance company delaying claim for small damage.,Motor_Vehicle_and_Traffic_Laws
My vehicle seized without proper documentation by traffic police.,Motor_Vehicle_and_Traffic_Laws
I received duplicate traffic fine entries in system.,Motor_Vehicle_and_Traffic_Laws
My bike impound release process taking too long.,Motor_Vehicle_and_Traffic_Laws
I was fined for overspeeding though no speed limit board present.,Motor_Vehicle_and_Traffic_Laws
My vehicle insurance claim rejected due to clerical mistake.,Motor_Vehicle_and_Traffic_Laws
My car was towed from apartment gate without warning.,Motor_Vehicle_and_Traffic_Laws
I ordered a mobile phone online but received a damaged piece and the seller is refusing replacement.,Consumer_Protection_Laws
The shopkeeper denied refund even though the product stopped working within warranty period.,Consumer_Protection_Laws
I paid advance for furniture but the store is delaying delivery for months.,Consumer_Protection_Laws
The service center is charging me extra even though the repair is covered under warranty.,Consumer_Protection_Laws
I booked a holiday package but the travel agency cancelled without refund.,Consumer_Protection_Laws
The restaurant charged GST higher than the printed bill amount.,Consumer_Protection_Laws
I received a fake branded product from an online marketplace.,Consumer_Protection_Laws
The gym closed permanently after taking yearly membership fees.,Consumer_Protection_Laws
I was charged hidden fees after booking movie tickets online.,Consumer_Protection_Laws
The courier company lost my parcel and is not compensating properly.,Consumer_Protection_Laws
The builder promised amenities which are not provided after possession.,Consumer_Protection_Laws
I paid for broadband connection but installation is not done for weeks.,Consumer_Protection_Laws
The insurance company rejected my claim without proper explanation.,Consumer_Protection_Laws
The e-commerce platform is not refunding money after return pickup.,Consumer_Protection_Laws
I was overcharged for medicines at a pharmacy store.,Consumer_Protection_Laws
The water purifier stopped working in one month and seller is not responding.,Consumer_Protection_Laws
