text,type
My spouse is denying access to joint bank account funds. What are my rights?,Legal_Request
I was denied gratuity payment after five years of service. How can I claim it?,Legal_Request
My landlord entered my house without permission. Is this legal?,Legal_Request
I want to cancel a timeshare agreement. What legal options do I have?,Legal_Request
My employer is not providing experience certificate after exit. What can I do?,Legal_Request
I received a defective medical implant. Can I file a legal claim?,Legal_Request
My bank deducted EMI twice in a month. How do I seek refund legally?,Legal_Request
I want to convert my sole proprietorship into an LLP. What is the process?,Legal_Request
My child support payments are not being made by my ex-spouse. How can I enforce it?,Legal_Request
I was unfairly removed from a government benefits list. Can I appeal?,Legal_Request
My employer is reducing workforce without notice period. What are employee rights?,Legal_Request
I want to legally evict a tenant for non-payment of rent. What steps should I follow?,Legal_Request
My insurance claim was rejected due to technical reasons. Can I challenge this?,Legal_Request
I was wrongly billed for hospital services. How do I dispute it legally?,Legal_Request
My employer changed company policy affecting my benefits. Is this enforceable?,Legal_Request
I want to file a writ petition in High Court. What is the procedure?,Legal_Request
My tenant is using property for illegal activities. What legal steps can I take?,Legal_Request
I was denied pension benefits after retirement. What can I do?,Legal_Request
My builder did not provide occupancy certificate. How can I compel compliance?,Legal_Request
I want to contest a will based on undue influence. What is required?,Legal_Request
My employer is withholding commissions I earned. How can I recover them?,Legal_Request
I received a notice for alleged copyright infringement online. How should I respond?,Legal_Request
My landlord refuses to provide rent receipts. Is this legal?,Legal_Request
I want to challenge a penalty imposed by tax authorities. What is the process?,Legal_Request
My spouse transferred joint property without my consent. What action can I take?,Legal_Request
I was injured due to negligence at a shopping mall. Can I sue for damages?,Legal_Request
My employer denied me promotion due to discrimination. What are my legal remedies?,Legal_Request
I want to register my NGO under appropriate law. What documents are needed?,Legal_Request
My bank is harassing me for loan repayment despite restructuring agreement. What can I do?,Legal_Request
I received a false complaint from a neighbor. How can I defend myself legally?,Legal_Request
My tenant refuses to allow inspection of property. What rights do I have?,Legal_Request
I want to recover money lent to a friend without written agreement. Is it possible?,Legal_Request
My employer is deducting tax incorrectly from my salary. How can I rectify it?,Legal_Request
I was denied boarding on a flight despite valid ticket. Can I claim compensation?,Legal_Request
My housing society imposed a penalty without proper notice. Is this valid?,Legal_Request
I want to legally separate from my spouse without divorce. What options exist?,Legal_Request
My employer is not giving me statutory holidays. What can I do?,Legal_Request
I received notice for environmental violation for my factory. How do I respond?,Legal_Request
My landlord is refusing to renew lease despite agreement clause. What are my rights?,Legal_Request
I want to challenge a bank’s decision to classify my account as NPA. How?,Legal_Request
My business partner refuses to dissolve partnership. What legal remedies are available?,Legal_Request
I was falsely accused of theft at workplace. How can I protect myself legally?,Legal_Request
My employer failed to provide health insurance as promised. What action can I take?,Legal_Request
I need to obtain succession certificate after my parent’s death. What is the procedure?,Legal_Request
My tenant is not complying with housing society rules. What can I do legally?,Legal_Request
I want to appeal against a civil court judgment. What is the time limit?,Legal_Request
My bank refuses to release pledged documents after loan closure. What should I do?,Legal_Request
